season,name,profile,team,total_raids,total_tackle,raid_percent_overall,tackle_percent_overall,matches_played,total_points,success_raids,raid_points,success_tackles,tackle_points,avg_raid_points,avg_tackle_points,dod_raid_points,super_raids,super_tackles,super_10s,high_5s,success_raid_percent,success_tackle_percent
3,Mahesh Goud,Raider,bengal-warriors,,,,,13,34,30,33,1,1,2.54,0.08,12,0,0,0,0,,
4,Mahesh Goud,Raider,patna-pirates,,,,,7,5,4,5,0,0,0.83,0,1,0,0,0,0,,
5,Mahesh Goud,Raider,up-yoddha,,,,,21,42,30,35,4,7,1.84,0.33,8,0,3,0,0,,
6,Mahesh Goud,Raider,bengal-warriors,,,,,10,46,26,38,8,8,3.8,0.8,11,3,0,0,0,,
6,Mahesh Maruti Magdum,All Rounder,bengaluru-bulls,,,,,4,7,5,7,0,0,2.33,0,2,0,0,0,0,,
1,Mahipal Narwal,All Rounder,puneri-paltan,,,,,5,31,16,24,7,7,4.8,1.4,5,2,0,1,0,,
2,Mahipal Narwal,All Rounder,puneri-paltan,,,,,9,21,13,15,6,6,1.67,0.67,4,0,0,0,0,,
3,Mahipal Narwal,All Rounder,patna-pirates,,,,,4,13,3,5,8,8,1.25,2,1,0,0,0,0,,
4,Mahipal Narwal,All Rounder,jaipur-pink-panthers,,,,,14,22,8,13,7,9,1.44,0.64,4,1,2,0,0,,
1,Mandeep Kumar,Raider,patna-pirates,,,,,7,5,2,5,0,0,1,0,0,1,0,0,0,,
1,Mangesh Bhagat,Raider,puneri-paltan,,,,,8,28,19,27,1,1,3.38,0.13,6,0,0,0,0,,
1,Maninder Singh,Raider,jaipur-pink-panthers,,,,,16,137,103,130,6,7,8.13,0.44,22,3,1,5,0,,
5,Maninder Singh,Raider,bengal-warriors,,,,,21,192,154,190,2,2,9.05,0.1,22,6,0,9,0,,
6,Maninder Singh,Raider,bengal-warriors,,,,,22,206,158,206,0,0,9.36,0,34,6,0,9,0,,
7,Maninder Singh,Raider,bengal-warriors,,,,,19,192,161,192,0,0,10.11,0,24,6,0,9,0,,
5,Manish,"Defender, right cover",patna-pirates,,,,,23,22,0,0,17,22,0,0.96,0,0,5,0,0,,
6,Manish,"Defender, right cover",patna-pirates,,,,,17,15,0,0,13,15,0,0.88,0,0,2,0,0,,
6,Manjeet,Raider,patna-pirates,,,,,22,102,76,87,14,15,3.95,0.68,17,3,1,2,0,,
7,Manjeet,Raider,puneri-paltan,,,,,20,131,86,104,26,27,5.2,1.35,17,2,1,2,0,,
1,Manjeet Chhillar,All Rounder,bengaluru-bulls,,,,,16,122,53,71,51,51,4.44,3.19,7,2,0,2,3,,
2,Manjeet Chhillar,All Rounder,bengaluru-bulls,,,,,16,107,60,67,39,40,4.19,2.5,4,0,1,0,3,,
3,Manjeet Chhillar,All Rounder,puneri-paltan,,,,,15,106,37,45,56,61,3,4.07,6,2,5,0,5,,
4,Manjeet Chhillar,All Rounder,puneri-paltan,,,,,12,68,20,24,43,44,2.4,3.67,2,1,1,0,5,,
5,Manjeet Chhillar,All Rounder,jaipur-pink-panthers,,,,,15,52,4,5,46,47,0.5,3.13,0,0,1,0,3,,
6,Manjeet Chhillar,All Rounder,tamil-thalaivas,,,,,19,67,5,8,54,59,0.5,3.11,0,0,5,0,2,,
7,Manjeet Chhillar,All Rounder,tamil-thalaivas,,,,,15,41,0,4,35,37,0.36,2.47,0,0,2,0,2,,
2,Manoj Dhull,"Defender, right corner",puneri-paltan,,,,,7,13,0,0,13,13,0,1.86,0,0,0,0,0,,
4,Manoj Dhull,"Defender, right corner",u-mumba,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,,
5,Manoj Dhull,"Defender, right corner",jaipur-pink-panthers,,,,,9,6,0,0,6,6,0,0.67,0,0,0,0,0,,
6,Manoj Dhull,"Defender, right corner",bengal-warriors,,,,,8,4,0,0,3,4,0,0.5,0,0,1,0,0,,
1,Manoj Kumar,"Defender, left cover",puneri-paltan,,,,,14,42,14,22,17,20,1.83,1.43,0,2,3,0,0,,
2,Manoj Kumar,"Defender, left cover",puneri-paltan,,,,,14,20,2,3,13,17,0.3,1.21,0,0,4,0,1,,
3,Manoj Kumar,"Defender, left cover",telugu-titans,,,,,11,17,0,0,13,17,0,1.55,0,0,4,0,1,,
4,Manoj Kumar,"Defender, left cover",bengaluru-bulls,,,,,8,4,0,0,4,4,0,0.5,0,0,0,0,0,,
5,Manoj Kumar,"Defender, left cover",gujarat-fortunegiants,,,,,5,1,0,0,1,1,0,0,0,0,0,0,0,,
3,Manpreet Singh,Raider,patna-pirates,,,,,13,29,20,24,5,5,1.85,0.38,4,0,0,0,0,,
5,Mayur Shivtarkar,All Rounder,haryana-steelers,,,,,5,6,5,5,1,1,1,0,5,0,0,0,0,,
6,Mayur Shivtarkar,All Rounder,haryana-steelers,,,,,18,23,1,4,19,19,0.33,1.06,0,0,0,0,0,,
7,Mayur Shivtarkar,All Rounder,bengal-warriors,,,,,6,4,0,0,4,4,0,0.67,0,0,0,0,0,,
1,Md. Aruduzzaman Munshi,Raider,u-mumba,,,,,5,2,2,2,0,0,0,0,0,0,0,0,0,,
6,Md. Masud Karim,Raider,up-yoddha,,,,,3,3,2,3,0,0,0,0,1,0,0,0,0,,
2,Meraj Sheykh,All Rounder,telugu-titans,,,,,15,38,18,29,9,9,2.07,0.6,2,3,0,1,0,,
3,Meraj Sheykh,All Rounder,telugu-titans,,,,,14,48,20,27,18,21,1.93,1.5,11,0,3,0,0,,
4,Meraj Sheykh,All Rounder,dabang-delhi-kc,,,,,14,75,42,63,9,12,4.5,0.86,22,4,3,0,0,,
5,Meraj Sheykh,All Rounder,dabang-delhi-kc,,,,,20,104,76,96,8,8,4.8,0.4,31,3,0,2,0,,
6,Meraj Sheykh,All Rounder,dabang-delhi-kc,,,,,19,97,71,94,3,3,4.95,0.16,25,6,0,2,0,,
7,Meraj Sheykh,All Rounder,dabang-delhi-kc,,,,,12,31,22,30,1,1,2.5,0,4,1,0,1,0,,
6,Mithin Kumar,Raider,bengal-warriors,,,,,3,3,2,3,0,0,1,0,2,0,0,0,0,,
7,Mohammad Esmaeil Maghsoudlou Mahalli,Raider,patna-pirates,,,,,17,38,25,31,5,7,1.94,0.41,7,0,2,0,0,,
7,Mohammad Esmaeil Nabibakhsh,All Rounder,bengal-warriors,,,,,19,95,55,70,23,25,3.68,1.32,7,3,2,1,1,,
2,Mohammad Maghshoudulu,All Rounder,jaipur-pink-panthers,,,,,4,1,1,1,0,0,0.25,0,0,0,0,0,0,,
3,Mohammad Maghshoudulu,All Rounder,jaipur-pink-panthers,,,,,10,14,8,13,1,1,1.3,0,9,0,0,0,0,,
7,Mohammad Taghi Paein Mahali,Raider,bengal-warriors,,,,,3,1,0,0,1,1,0,0,0,0,0,0,0,,
5,Mohan Raman G,Raider,u-mumba,,,,,4,8,4,8,0,0,2,0,1,0,0,0,0,,
1,Mohit Chhillar,"Defender, right corner",u-mumba,,,,,16,36,1,1,30,35,0,2.19,0,0,5,0,2,,
2,Mohit Chhillar,"Defender, right corner",u-mumba,,,,,14,42,0,0,39,42,0,3,0,0,3,0,3,,
3,Mohit Chhillar,"Defender, right corner",u-mumba,,,,,13,46,0,0,44,46,0,3.54,0,0,2,0,6,,
4,Mohit Chhillar,"Defender, right corner",bengaluru-bulls,,,,,14,50,1,3,44,47,0.5,3.36,0,0,3,0,4,,
5,Mohit Chhillar,"Defender, right corner",haryana-steelers,,,,,20,42,1,3,35,39,0.43,1.95,0,0,4,0,2,,
6,Mohit Chhillar,"Defender, right corner",jaipur-pink-panthers,,,,,14,31,0,0,28,31,0,2.21,0,0,3,0,0,,
7,Mohit Chhillar,"Defender, right corner",tamil-thalaivas,,,,,18,37,0,0,34,37,0,2.06,0,0,3,0,1,,
7,Mohit Sehrawat,"Defender, right cover",bengaluru-bulls,,,,,13,17,4,5,10,12,0.42,0.92,3,0,2,0,1,,
5,Mohsen Maghsoudloujafari,Raider,telugu-titans,,,,,16,47,26,41,5,6,2.56,0.38,21,2,1,1,0,,
6,Mohsen Maghsoudloujafari,All Rounder,telugu-titans,,,,,19,56,25,29,25,27,1.53,1.42,4,0,2,0,0,,
7,Mohsen Maghsoudloujafari,All Rounder,up-yoddha,,,,,11,8,4,5,2,3,0.63,0.27,3,0,1,0,0,,
5,Monu,Raider,puneri-paltan,,,,,19,49,15,19,29,30,1,1.58,6,1,1,0,1,,
6,Monu,Raider,puneri-paltan,,,,,14,57,38,45,10,12,3.21,0.86,14,1,2,0,0,,
7,Monu,Raider,patna-pirates,,,,,19,36,9,11,18,25,0.79,1.32,2,0,7,0,0,,
4,Monu Goyat,Raider,bengal-warriors,,,,,13,63,52,59,3,4,4.54,0.31,18,0,1,0,0,,
5,Monu Goyat,Raider,patna-pirates,,,,,26,202,159,191,10,11,7.35,0.42,45,4,1,9,0,,
6,Monu Goyat,Raider,haryana-steelers,,,,,20,164,128,160,4,4,8,0.2,5,3,0,10,0,,
7,Monu Goyat,Raider,up-yoddha,,,,,10,46,38,43,2,3,4.3,0.3,5,0,1,1,0,,
5,More GB,Raider,puneri-paltan,,,,,6,16,13,14,2,2,2.33,0,8,0,0,0,0,,
6,More GB,Raider,puneri-paltan,,,,,22,91,60,79,10,12,3.59,0.55,15,1,2,2,0,,
7,More GB,Raider,gujarat-fortunegiants,,,,,17,61,32,40,19,20,2.41,1.18,13,0,1,0,0,,
5,Munish,Raider,telugu-titans,,,,,3,1,0,1,0,0,0,0,0,0,0,0,0,,
5,Muruthu M,"Defender, right cover",tamil-thalaivas,,,,,3,3,0,0,3,3,0,1,0,0,0,0,0,,
5,N. Renjith,"Defender, left corner",u-mumba,,,,,11,12,0,0,10,12,0,1.09,0,0,2,0,0,,
6,N. Shiva Ramakrishna,All Rounder,jaipur-pink-panthers,,,,,1,2,0,0,1,2,0,0,0,0,1,0,0,,
6,Narender,All Rounder,up-yoddha,,,,,25,42,0,0,37,42,0,1.68,0,0,5,0,2,,
6,Naveen,Raider,haryana-steelers,,,,,21,102,71,88,12,14,4.19,0.67,18,4,2,1,0,,
7,Naveen,Raider,haryana-steelers,,,,,14,58,43,56,2,2,4,0.14,10,1,0,1,0,,
6,Naveen Kumar,Raider,dabang-delhi-kc,,,,,22,177,144,172,4,5,7.82,0.23,26,3,1,8,0,,
7,Naveen Kumar,Raider,dabang-delhi-kc,,,,,19,243,201,241,2,2,12.68,0.11,30,2,0,18,0,,
7,Naveen Narwal,"Defender, right cover",bengal-warriors,,,,,3,1,0,0,1,1,0,0.33,0,0,0,0,0,,
3,Navjot Singh,"Defender, right cover",dabang-delhi-kc,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,,
1,Navneet Gautam,"Defender, left corner",jaipur-pink-panthers,,,,,14,17,0,0,16,17,0,1.21,0,0,1,0,1,,
2,Navneet Gautam,"Defender, left corner",jaipur-pink-panthers,,,,,7,1,0,0,1,1,0,0.14,0,0,0,0,0,,
3,Navneet Gautam,"Defender, left corner",jaipur-pink-panthers,,,,,7,4,0,1,3,3,0,0.43,0,0,0,0,0,,
5,Neeraj Kumar,"Defender, right cover",haryana-steelers,,,,,17,13,0,0,12,13,0,0.76,0,0,1,0,0,,
7,Neeraj Kumar,"Defender, right cover",patna-pirates,,,,,19,51,0,0,47,51,0,2.68,0,0,4,0,3,,
3,Nilesh Salunke,Raider,puneri-paltan,,,,,7,10,5,10,0,0,2,0,6,1,0,0,0,,
4,Nilesh Salunke,Raider,telugu-titans,,,,,15,62,47,61,1,1,4.36,0.07,18,1,0,1,0,,
5,Nilesh Salunke,Raider,telugu-titans,,,,,21,105,78,98,5,7,4.67,0.33,22,2,2,3,0,,
6,Nilesh Salunke,Raider,telugu-titans,,,,,19,85,59,81,4,4,4.26,0.21,23,4,0,0,0,,
7,Nilesh Salunke,Raider,jaipur-pink-panthers,,,,,17,55,40,53,2,2,3.12,0.12,9,1,0,1,0,,
1,Nilesh Shinde,"Defender, right corner",bengal-warriors,,,,,14,35,5,7,25,28,1.75,2,0,0,3,0,2,,
2,Nilesh Shinde,"Defender, right corner",bengal-warriors,,,,,12,30,1,3,21,27,0.43,2.25,1,0,6,0,1,,
3,Nilesh Shinde,"Defender, right corner",bengal-warriors,,,,,16,36,2,2,30,34,0.18,2.13,0,0,4,0,1,,
4,Nilesh Shinde,"Defender, right corner",bengal-warriors,,,,,12,28,1,2,26,26,0.25,2.17,0,0,0,0,0,,
5,Nilesh Shinde,"Defender, right corner",dabang-delhi-kc,,,,,15,24,2,4,19,20,0.5,1.33,1,0,1,0,3,,
3,Nirbhay Narwal,"Defender, left corner",bengaluru-bulls,,,,,2,2,1,1,1,1,0,0,1,0,0,0,0,,
5,Nitesh Kumar,"Defender, right corner",up-yoddha,,,,,19,47,0,0,46,47,0,2.47,0,0,1,0,4,,
6,Nitesh Kumar,Defender,up-yoddha,,,,,25,101,0,1,92,100,0.17,4,0,0,8,0,8,,
7,Nitesh Kumar,Defender,up-yoddha,,,,,18,51,0,1,44,50,0,2.78,0,0,6,0,3,,
6,Nithesh B R,"Defender, right corner",bengaluru-bulls,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,,
4,Nitin Kumar,All Rounder,u-mumba,,,,,1,1,1,1,0,0,0,0,1,0,0,0,0,,
1,Nitin Madane,Raider,bengal-warriors,,,,,12,107,78,101,4,6,8.42,0.5,8,3,2,5,0,,
4,Nitin Madane,Raider,bengal-warriors,,,,,13,53,43,51,1,2,3.92,0.15,22,1,1,1,0,,
5,Nitin Madane,Raider,u-mumba,,,,,12,13,11,13,0,0,1.08,0,3,0,0,0,0,,
1,Nitin More,"Defender, left cover",puneri-paltan,,,,,9,12,0,0,12,12,0,1.33,0,0,0,0,1,,
2,Nitin More,"Defender, left cover",puneri-paltan,,,,,3,2,0,0,2,2,0,0.67,0,0,0,0,0,,
3,Nitin More,"Defender, left cover",bengal-warriors,,,,,10,5,0,0,5,5,0,0.5,0,0,0,0,0,,
5,Nitin Rawal,Defender,jaipur-pink-panthers,,,,,21,85,49,65,19,20,3.1,0.95,21,4,1,2,0,,
6,Nitin Rawal,All Rounder,jaipur-pink-panthers,,,,,9,31,19,25,5,6,3.57,0.67,6,1,1,0,0,,
7,Nitin Rawal,All Rounder,jaipur-pink-panthers,,,,,15,51,23,32,15,19,2.46,1.27,8,1,4,0,1,,
3,Nitin Tomar,Raider,bengal-warriors,,,,,10,81,68,77,3,4,7.7,0.4,5,1,1,2,0,,
4,Nitin Tomar,Raider,puneri-paltan,,,,,12,34,30,33,1,1,2.75,0.08,11,1,0,0,0,,
5,Nitin Tomar,Raider,up-yoddha,,,,,20,177,135,167,9,10,8.35,0.5,23,7,1,7,0,,
6,Nitin Tomar,Raider,puneri-paltan,,,,,11,102,84,100,2,2,9.09,0.18,13,1,0,4,0,,
7,Nitin Tomar,Raider,puneri-paltan,,,,,13,60,49,54,5,6,4.5,0.46,0,0,1,1,0,,
7,Palle Mallikarjun,Raider,telugu-titans,,,,,3,2,2,2,0,0,0.67,0,0,0,0,0,0,,
5,Pankaj,All Rounder,up-yoddha,,,,,13,16,0,0,16,16,0,1.23,0,0,0,0,0,,
6,Pankaj,All Rounder,up-yoddha,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,,
7,Pankaj,All Rounder,gujarat-fortunegiants,,,,,9,20,0,0,20,20,0,2.33,0,0,0,0,1,,
7,Pankaj Mohite,Raider,puneri-paltan,,,,,16,113,84,110,3,3,6.88,0.19,24,4,0,3,0,,
2,Pardeep Narwal,Raider,bengaluru-bulls,,,,,6,9,7,9,0,0,1.5,0,4,1,0,0,0,,
3,Pardeep Narwal,Raider,patna-pirates,,,,,16,121,83,116,5,5,7.73,0.31,25,10,0,5,0,,
4,Pardeep Narwal,Raider,patna-pirates,,,,,16,133,100,131,1,2,8.19,0.13,23,3,1,5,0,,
5,Pardeep Narwal,Raider,patna-pirates,,,,,26,369,271,369,0,0,14.19,0,29,18,0,19,0,,
6,Pardeep Narwal,Raider,patna-pirates,,,,,21,233,185,233,0,0,11.1,0,17,6,0,15,0,,
7,Pardeep Narwal,Raider,patna-pirates,,,,,19,243,190,243,0,0,12.79,0,38,12,0,13,0,,
1,Parmod Narwal,All Rounder,bengaluru-bulls,,,,,16,36,10,13,20,23,1.08,1.44,1,0,3,0,0,,
3,Parmod Narwal,All Rounder,bengaluru-bulls,,,,,4,2,0,0,2,2,0,0,0,0,0,0,0,,
4,Parmod Narwal,All Rounder,puneri-paltan,,,,,8,9,3,8,1,1,1.33,0.13,1,1,0,0,0,,
5,Parmod Narwal,All Rounder,haryana-steelers,,,,,6,2,0,0,2,2,0,0.33,0,0,0,0,0,,
6,Parveen,"Defender, left cover",haryana-steelers,,,,,19,28,1,3,20,25,0.5,1.32,0,0,5,0,1,,
7,Parveen,"Defender, left cover",haryana-steelers,,,,,6,4,0,0,3,4,0,0.67,0,0,1,0,0,,
1,Parveen Kumar,"Defender, right cover",bengal-warriors,,,,,8,3,0,0,2,3,0,0.38,0,0,1,0,0,,
2,Parveen M. Jangra,"Defender, left cover",bengal-warriors,,,,,6,6,1,1,5,5,0.25,0.83,0,0,0,0,0,,
4,Parveen Narwal,All Rounder,jaipur-pink-panthers,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,,
6,Parvesh,Raider,puneri-paltan,,,,,6,12,5,7,4,5,1.17,0.83,1,0,1,0,0,,
3,Parvesh Attri,Raider,bengaluru-bulls,,,,,1,1,1,1,0,0,0,0,1,0,0,0,0,,
4,Parvesh Bhainswal,"Defender, left cover",jaipur-pink-panthers,,,,,7,3,0,0,3,3,0,0.43,0,0,0,0,0,,
5,Parvesh Bhainswal,"Defender, left cover",gujarat-fortunegiants,,,,,24,48,0,0,44,48,0,2,0,0,4,0,2,,
6,Parvesh Bhainswal,"Defender, left cover",gujarat-fortunegiants,,,,,25,86,0,0,82,86,0,3.44,0,0,4,0,5,,
7,Parvesh Bhainswal,"Defender, left cover",gujarat-fortunegiants,,,,,20,47,0,0,43,47,0,2.35,0,0,2,0,4,,
7,Pavan T. R.,"Defender, right cover",jaipur-pink-panthers,,,,,15,12,0,0,10,12,0,0.8,0,0,2,0,0,,
1,Pawan Kumar Kadian,Raider,u-mumba,,,,,10,44,32,43,1,1,4.3,0.1,6,0,0,1,0,,
2,Pawan Kumar Kadian,Raider,u-mumba,,,,,10,16,9,16,0,0,1.6,0,6,1,0,0,0,,
3,Pawan Kumar Kadian,Raider,u-mumba,,,,,5,6,4,6,0,0,1.5,0,3,0,0,0,0,,
4,Pawan Kumar Kadian,Raider,bengaluru-bulls,,,,,9,21,15,20,1,1,2.22,0.11,9,0,0,0,0,,
5,Pawan Kumar Kadian,Raider,jaipur-pink-panthers,,,,,21,122,95,122,0,0,5.81,0,27,2,0,3,0,,
6,Pawan Kumar Kadian,Raider,dabang-delhi-kc,,,,,13,45,32,45,0,0,3.46,0,4,1,0,0,0,,
7,Pawan Kumar Kadian,Raider,puneri-paltan,,,,,6,25,19,25,0,0,4.17,0,5,0,0,1,0,,
3,Pawan Kumar Sehrawat,Raider,bengaluru-bulls,,,,,13,53,36,45,6,8,3.46,0.62,19,1,2,0,0,,
4,Pawan Kumar Sehrawat,Raider,bengaluru-bulls,,,,,10,11,8,11,0,0,1.57,0,6,0,0,0,0,,
5,Pawan Kumar Sehrawat,Raider,gujarat-fortunegiants,,,,,9,10,5,9,1,1,1,0,3,0,0,0,0,,
6,Pawan Kumar Sehrawat,Raider,bengaluru-bulls,,,,,24,282,209,271,11,11,11.29,0.46,29,12,0,13,0,,
7,Pawan Kumar Sehrawat,Raider,bengaluru-bulls,,,,,19,256,187,242,13,14,12.74,0.74,14,6,1,13,0,,
3,PO Surjeet Singh,"Defender, right cover",puneri-paltan,,,,,12,49,1,1,47,48,0.25,4,0,0,1,0,5,,
4,PO Surjeet Singh,"Defender, right cover",u-mumba,,,,,14,37,0,0,33,37,0,2.64,0,0,4,0,2,,
5,PO Surjeet Singh,"Defender, right cover",bengal-warriors,,,,,24,79,3,3,72,76,0.16,3.17,0,0,4,0,9,,
6,PO Surjeet Singh,"Defender, right cover",bengal-warriors,,,,,23,57,2,3,52,54,0.15,2.35,0,0,2,0,4,,
7,PO Surjeet Singh,"Defender, right cover",puneri-paltan,,,,,19,53,1,2,46,51,0.25,2.68,0,0,5,0,5,,
6,Ponparthiban Subramanian,"Defender, right cover",tamil-thalaivas,,,,,12,17,0,0,16,17,0,1.42,0,0,1,0,1,,
7,Ponparthiban Subramanian,"Defender, right cover",tamil-thalaivas,,,,,6,3,0,0,3,3,0,0.5,0,0,0,0,0,,
2,Pradeep Kumar,Raider,u-mumba,,,,,6,26,19,24,1,2,4,0.33,5,2,1,1,0,,
1,Prashant Chavan,"Defender, right corner",jaipur-pink-panthers,,,,,15,33,1,1,28,32,0,2.13,0,0,4,0,2,,
2,Prashant Chavan,"Defender, right corner",jaipur-pink-panthers,,,,,11,11,0,0,9,11,0,1,0,0,2,0,0,,
3,Prashant Chavan,"Defender, right corner",puneri-paltan,,,,,6,3,0,0,3,3,0,0.5,0,0,0,0,0,,
4,Prashant Chavan,"Defender, right corner",dabang-delhi-kc,,,,,9,10,0,0,10,10,0,1.11,0,0,0,0,0,,
1,Prashanth Kumar Rai,Raider,telugu-titans,,,,,7,5,5,5,0,0,0.71,0,0,0,0,0,0,,
2,Prashanth Kumar Rai,Raider,telugu-titans,,,,,15,58,42,54,3,4,3.6,0.27,14,1,1,1,0,,
3,Prashanth Kumar Rai,Raider,telugu-titans,,,,,13,12,8,12,0,0,1,0,1,0,0,0,0,,
4,Prashanth Kumar Rai,Raider,dabang-delhi-kc,,,,,9,19,12,19,0,0,2.38,0,9,2,0,1,0,,
5,Prashanth Kumar Rai,Raider,haryana-steelers,,,,,16,80,62,78,1,2,4.88,0.13,13,3,1,3,0,,
6,Prashanth Kumar Rai,Raider,up-yoddha,,,,,21,147,112,144,2,3,7.2,0.14,23,2,1,5,0,,
7,Prashanth Kumar Rai,Raider,haryana-steelers,,,,,13,53,39,52,0,0,4.08,0,7,0,0,1,0,,
6,Prateek,All Rounder,haryana-steelers,,,,,6,5,1,3,2,2,0.6,0,0,0,0,0,0,,
1,Pravin Niwale,Raider,puneri-paltan,,,,,7,21,12,20,1,1,3.33,0.14,5,3,0,1,0,,
2,Pravin Niwale,Raider,puneri-paltan,,,,,8,42,30,41,1,1,5.13,0.13,9,2,0,0,0,,
3,Pravin Niwale,Raider,dabang-delhi-kc,,,,,2,1,1,1,0,0,0.5,0,0,0,0,0,0,,
1,Preetam Chhillar,All Rounder,bengaluru-bulls,,,,,11,12,3,5,7,7,0.83,0.64,0,0,0,0,0,,
2,Preetam Chhillar,All Rounder,bengaluru-bulls,,,,,12,10,2,2,8,8,0.29,0.67,0,0,0,0,0,,
3,Preetam Chhillar,All Rounder,bengaluru-bulls,,,,,11,14,3,5,9,9,0.83,0.82,0,0,0,0,0,,
4,Preetam Chhillar,All Rounder,puneri-paltan,,,,,8,2,0,0,2,2,0,0.25,0,0,0,0,0,,
5,Preetam Chhillar,All Rounder,bengaluru-bulls,,,,,16,7,1,3,4,4,0.27,0.25,0,1,0,0,0,,
1,Punit Kumar Teotia,Raider,dabang-delhi-kc,,,,,4,5,2,3,2,2,0.75,0.5,0,0,0,0,0,,
7,Purna Singh,Raider,patna-pirates,,,,,6,4,3,4,0,0,0.8,0,1,0,0,0,0,,
5,R. Sriram,Raider,dabang-delhi-kc,,,,,11,36,29,35,1,1,3.18,0.09,16,0,0,0,0,,
1,Rahul Chaudhari,Raider,telugu-titans,,,,,14,161,122,151,9,10,10.79,0.71,8,2,1,8,0,,
2,Rahul Chaudhari,Raider,telugu-titans,,,,,14,107,75,98,9,9,7,0.64,14,6,0,5,0,,
3,Rahul Chaudhari,Raider,telugu-titans,,,,,13,99,77,87,10,12,6.69,0.92,9,1,2,4,0,,
4,Rahul Chaudhari,Raider,telugu-titans,,,,,16,150,110,146,3,4,9.13,0.25,38,6,1,7,0,,
5,Rahul Chaudhari,Raider,telugu-titans,,,,,22,193,159,184,9,9,8.36,0.41,28,5,0,8,0,,
6,Rahul Chaudhari,Raider,telugu-titans,,,,,21,166,136,159,6,7,7.57,0.33,43,4,1,4,0,,
7,Rahul Chaudhari,Raider,tamil-thalaivas,,,,,19,125,96,117,8,8,6.16,0.42,24,0,0,4,0,,
5,Rahul Choudhary,Raider,jaipur-pink-panthers,,,,,5,6,4,5,1,1,1,0,1,0,0,0,0,,
3,Rahul Kumar,"Defender, right cover",telugu-titans,,,,,11,14,0,0,12,14,0,1.27,0,0,2,0,0,,
4,Rahul Kumar,"Defender, right cover",bengaluru-bulls,,,,,9,2,0,0,2,2,0,0.22,0,0,0,0,0,,
5,Rahul Kumar,"Defender, right cover",bengal-warriors,,,,,10,6,0,0,6,6,0,0.6,0,0,0,0,0,,
1,Rajaguru Subramanian,"Defender, right cover",telugu-titans,,,,,14,19,0,0,18,19,0,1.36,0,0,1,0,0,,
2,Rajaguru Subramanian,"Defender, right cover",telugu-titans,,,,,12,18,0,1,15,17,0,1.42,0,0,2,0,0,,
