season,name,profile,team,total_raids,total_tackle,raid_percent_overall,tackle_percent_overall,matches_played,total_points,success_raids,raid_points,success_tackles,tackle_points,avg_raid_points,avg_tackle_points,dod_raid_points,super_raids,super_tackles,super_10s,high_5s,success_raid_percent,success_tackle_percent
7,Shubham Shinde,"Defender, right corner",puneri-paltan,,,,,13,18,1,1,15,17,0.17,1.31,0,0,2,0,0,,
1,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,13,28,7,10,17,18,1.25,1.38,1,0,1,0,0,,
2,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,7,13,0,0,13,13,0,1.86,0,0,0,0,1,,
3,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,7,12,4,7,4,5,1.4,0.71,0,1,1,0,0,,
6,Siddharth Sirish Desai,Raider,u-mumba,,,,,21,221,169,218,3,3,10.38,0.14,41,10,0,12,0,,
7,Siddharth Sirish Desai,Raider,telugu-titans,,,,,18,177,143,174,3,3,9.67,0.17,22,6,0,7,0,,
5,Sidharth,All Rounder,jaipur-pink-panthers,,,,,21,31,3,4,24,27,0.36,1.29,0,0,3,0,1,,
1,Simon Kibura,Raider,puneri-paltan,,,,,4,8,5,6,2,2,3,0.5,1,0,0,0,0,,
2,Simon Kibura,Raider,puneri-paltan,,,,,3,1,1,1,0,0,0,0,0,0,0,0,0,,
3,Simon Kibura,Raider,puneri-paltan,,,,,2,2,2,2,0,0,1,0,1,0,0,0,0,,
1,Sinotharan Kanesharajah,Raider,bengaluru-bulls,,,,,1,5,2,4,1,1,0,0,0,1,0,0,0,,
2,Sinotharan Kanesharajah,Raider,bengaluru-bulls,,,,,2,1,0,1,0,0,0,0,1,0,0,0,0,,
5,Sombir,"Defender, right corner",telugu-titans,,,,,17,39,0,0,33,39,0,2.29,0,0,6,0,2,,
6,Sombir,Defender,telugu-titans,,,,,4,1,0,0,1,1,0,0.25,0,0,0,0,0,,
7,Sombir,Defender,dabang-delhi-kc,,,,,8,1,0,0,1,1,0,0,0,0,0,0,0,,
3,Somvir,"Defender, left cover",bengaluru-bulls,,,,,14,22,0,1,20,21,0,1.5,0,0,1,0,0,,
2,Somvir Shekhar,"Defender, right cover",bengaluru-bulls,,,,,14,35,1,1,32,34,0,2.43,0,0,2,0,4,,
4,Somvir Shekhar,"Defender, right cover",puneri-paltan,,,,,16,22,0,0,21,22,0,1.38,0,0,1,0,0,,
5,Somvir Shekhar,"Defender, right cover",jaipur-pink-panthers,,,,,22,30,0,0,29,30,0,1.36,0,0,1,0,0,,
7,Sonu Jaglan,Raider,gujarat-fortunegiants,,,,,15,53,36,45,3,4,3.27,0,7,3,1,1,0,,
2,Sonu Narwal,Raider,jaipur-pink-panthers,,,,,11,51,42,51,0,0,4.64,0,12,1,0,1,0,,
3,Sonu Narwal,Raider,jaipur-pink-panthers,,,,,11,55,49,55,0,0,5,0,8,2,0,0,0,,
4,Sonu Narwal,Raider,puneri-paltan,,,,,11,32,25,32,0,0,2.91,0,2,0,0,0,0,,
6,Sudhanshu Tyagi,"Defender, right cover",haryana-steelers,,,,,13,4,0,0,4,4,0,0.31,0,0,0,0,0,,
1,Sukesh Hegde,Raider,telugu-titans,,,,,14,83,60,79,4,4,5.64,0.29,15,3,0,0,0,,
2,Sukesh Hegde,Raider,telugu-titans,,,,,13,64,44,62,2,2,4.77,0.15,26,5,0,0,0,,
3,Sukesh Hegde,Raider,telugu-titans,,,,,13,64,49,61,2,3,4.69,0.23,11,0,1,0,0,,
4,Sukesh Hegde,Raider,telugu-titans,,,,,9,7,5,7,0,0,0.78,0,5,0,0,0,0,,
5,Sukesh Hegde,Raider,gujarat-fortunegiants,,,,,18,77,58,75,2,2,4.17,0.11,17,2,0,1,0,,
6,Sukesh Hegde,Raider,tamil-thalaivas,,,,,17,71,51,68,2,3,4,0.18,14,3,1,0,0,,
7,Sukesh Hegde,Raider,bengal-warriors,,,,,12,34,22,33,1,1,2.75,0,10,2,0,0,0,,
7,Sumit,"Defender, left corner",up-yoddha,,,,,18,63,1,2,60,61,0.5,3.39,0,0,1,0,5,,
7,Sumit,"Defender, left cover",dabang-delhi-kc,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,,
7,Sumit Malik,"Defender, left corner",gujarat-fortunegiants,,,,,14,15,0,0,14,15,0,1.07,0,0,1,0,0,,
4,Sumit Singh,Raider,bengaluru-bulls,,,,,5,9,5,7,1,2,1.4,0,2,0,1,0,0,,
6,Sumit Singh,Raider,bengaluru-bulls,,,,,8,15,7,11,4,4,1.57,0.5,3,0,0,0,0,,
7,Sumit Singh,Raider,bengaluru-bulls,,,,,15,39,27,36,2,3,2.4,0.2,8,0,1,0,0,,
2,Sunil,"Defender, left corner",patna-pirates,,,,,9,24,1,2,19,22,0,2.44,0,0,3,0,1,,
3,Sunil,"Defender, left corner",patna-pirates,,,,,15,30,1,1,28,29,0,1.93,1,0,1,0,1,,
4,Sunil,"Defender, left corner",u-mumba,,,,,10,17,0,1,15,16,0,1.6,0,0,1,0,0,,
5,Sunil,"Defender, left corner",dabang-delhi-kc,,,,,18,25,0,0,24,25,0,1.39,0,0,1,0,0,,
6,Sunil,"Defender, right corner",haryana-steelers,,,,,22,41,0,0,41,41,0,1.86,0,0,0,0,2,,
6,Sunil,"Defender, left corner",tamil-thalaivas,,,,,11,13,0,0,12,13,0,1.18,0,0,1,0,0,,
7,Sunil,"Defender, right corner",haryana-steelers,,,,,17,44,0,0,41,44,0,2.59,0,0,1,0,3,,
1,Sunil Hanumanthappa,Raider,bengaluru-bulls,,,,,5,4,1,2,2,2,0,0,0,0,0,0,0,,
1,Sunil Jaipal,Raider,bengal-warriors,,,,,13,50,22,33,13,17,2.54,1.31,3,2,4,0,1,,
2,Sunil Jaipal,Raider,bengal-warriors,,,,,10,40,24,34,4,6,3.4,0.6,8,2,2,0,0,,
3,Sunil Jaipal,Raider,patna-pirates,,,,,2,4,4,4,0,0,2,0,0,0,0,0,0,,
5,Sunil Jaipal,Raider,bengaluru-bulls,,,,,13,31,13,16,12,15,1.23,1.15,2,0,3,0,0,,
4,Sunil Kumar,"Defender, right cover",patna-pirates,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,,
5,Sunil Kumar,"Defender, right cover",gujarat-fortunegiants,,,,,24,58,1,1,55,57,0.08,2.38,0,0,2,0,3,,
6,Sunil Kumar,Defender,gujarat-fortunegiants,,,,,25,76,0,0,72,76,0,3.04,0,0,4,0,3,,
7,Sunil Kumar,Defender,gujarat-fortunegiants,,,,,18,47,1,1,40,46,0.14,2.56,1,0,6,0,4,,
5,Sunil Siddhgavali,Raider,jaipur-pink-panthers,,,,,12,16,0,0,15,16,0,1.33,0,0,1,0,1,,
6,Sunil Siddhgavali,Defender,jaipur-pink-panthers,,,,,16,38,4,5,30,33,0.71,2.06,2,0,3,0,4,,
7,Sunil Siddhgavali,Defender,jaipur-pink-panthers,,,,,14,9,0,0,6,9,0,0.64,0,0,3,0,0,,
1,Sunil Subhash Lande,"Defender, right corner",puneri-paltan,,,,,4,1,0,0,1,1,0,0.25,0,0,0,0,0,,
4,Sunny,Raider,patna-pirates,,,,,3,1,0,1,0,0,0.33,0,1,0,0,0,0,,
7,Suraj Desai,Raider,telugu-titans,,,,,12,45,35,44,1,1,4,0.08,3,1,0,1,0,,
7,Surender Gill,Raider,up-yoddha,,,,,15,62,41,54,7,8,3.6,0.53,24,1,1,0,0,,
1,Surender Nada,"Defender, left corner",u-mumba,,,,,15,61,8,10,47,51,1.25,3.4,1,0,4,0,5,,
2,Surender Nada,"Defender, left corner",u-mumba,,,,,14,44,2,3,39,41,0.27,2.93,1,0,2,0,4,,
3,Surender Nada,"Defender, left corner",u-mumba,,,,,7,14,0,1,13,13,0.5,1.86,0,0,0,0,0,,
4,Surender Nada,"Defender, left corner",bengaluru-bulls,,,,,13,37,3,4,29,33,0.67,2.54,0,0,4,0,1,,
5,Surender Nada,"Defender, left corner",haryana-steelers,,,,,21,83,2,3,74,80,0.25,3.81,0,0,6,0,9,,
2,Surender Singh,Raider,puneri-paltan,,,,,2,8,4,5,3,3,2.5,1.5,1,0,0,0,0,,
3,Surender Singh,Raider,puneri-paltan,,,,,12,45,34,44,1,1,3.67,0.08,12,2,0,0,0,,
4,Surender Singh,Raider,u-mumba,,,,,11,11,7,9,2,2,0.9,0.18,4,0,0,0,0,,
5,Surender Singh,Raider,up-yoddha,,,,,18,70,47,68,2,2,4,0.11,19,2,0,2,0,,
5,Surender Singh,"Defender, right cover",u-mumba,,,,,22,58,0,0,58,58,0,2.64,0,0,0,0,3,,
6,Surender Singh,Defender,u-mumba,,,,,22,62,0,0,59,62,0,2.82,0,0,3,0,2,,
7,Surender Singh,Raider,up-yoddha,,,,,4,11,5,10,1,1,2.5,0,5,0,0,0,0,,
5,Suresh Kumar,Raider,puneri-paltan,,,,,11,22,12,22,0,0,2,0,9,0,0,0,0,,
1,Suresu Kumar,Raider,u-mumba,,,,,3,6,6,6,0,0,2,0,1,0,0,0,0,,
2,Suresu Kumar,Raider,u-mumba,,,,,1,2,1,1,1,1,1,0,1,0,0,0,0,,
3,Suresu Kumar,Raider,u-mumba,,,,,3,2,2,2,0,0,0,0,1,0,0,0,0,,
4,Suresu Kumar,Raider,u-mumba,,,,,11,23,15,20,3,3,1.82,0.27,12,0,0,0,0,,
5,Suresu Kumar,Raider,dabang-delhi-kc,,,,,3,2,2,2,0,0,0.67,0,0,0,0,0,0,,
7,Surinder Singh,Defender,u-mumba,,,,,18,49,1,4,43,45,0.8,2.5,0,1,2,0,2,,
1,Surjeet Narwal,Raider,dabang-delhi-kc,,,,,14,120,98,113,5,7,8.07,0.5,8,2,2,6,0,,
3,Surjeet Narwal,Raider,bengaluru-bulls,,,,,12,43,29,40,3,3,3.33,0.25,2,2,0,1,0,,
4,Surjeet Narwal,Raider,bengal-warriors,,,,,5,11,6,7,4,4,1.4,0.8,2,0,0,0,0,,
7,Sushant Sail,Raider,puneri-paltan,,,,,9,12,8,12,0,0,1.33,0,1,0,0,0,0,,
7,Sushil Gulia,Raider,jaipur-pink-panthers,,,,,7,20,12,19,1,1,2.71,0,8,2,0,0,0,,
3,Sushil Vijay Bhosle,"Defender, left cover",dabang-delhi-kc,,,,,2,2,0,0,2,2,0,1,0,0,0,0,0,,
1,Swapnil Dilip Shinde,"Defender, right cover",puneri-paltan,,,,,8,8,0,0,8,8,0,1,0,0,0,0,0,,
5,Swapnil Dilip Shinde,"Defender, right cover",dabang-delhi-kc,,,,,13,13,0,0,13,13,0,1,0,0,0,0,0,,
2,T. Prasad,All Rounder,telugu-titans,,,,,6,4,0,0,4,4,0,0.67,0,0,0,0,0,,
3,T. Prasad,All Rounder,telugu-titans,,,,,3,1,0,0,1,1,0,0,0,0,0,0,0,,
1,Tae Deok Eom,All Rounder,patna-pirates,,,,,9,4,1,2,1,2,0.67,0.22,1,0,1,0,0,,
2,Tae Deok Eom,All Rounder,patna-pirates,,,,,8,16,8,11,5,5,1.83,0.63,4,0,0,0,0,,
3,Tae Deok Eom,All Rounder,patna-pirates,,,,,7,1,1,1,0,0,0,0,0,0,0,0,0,,
6,Tae Deok Eom,All Rounder,patna-pirates,,,,,11,1,0,0,1,1,0,0.09,0,0,0,0,0,,
1,Takamitsu Kono,All Rounder,dabang-delhi-kc,,,,,1,2,1,1,1,1,0,0,0,0,0,0,0,,
5,Tapas Pal,All Rounder,dabang-delhi-kc,,,,,5,9,0,0,9,9,0,1.8,0,0,0,0,0,,
6,Tapas Pal,All Rounder,dabang-delhi-kc,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,,
5,Tushar Balaram Bhoir,"Defender, right cover",dabang-delhi-kc,,,,,8,3,0,0,2,3,0,0.38,0,0,1,0,0,,
2,Tushar Patil,Raider,puneri-paltan,,,,,6,15,15,15,0,0,2.5,0,6,0,0,0,0,,
3,Tushar Patil,Raider,puneri-paltan,,,,,13,22,16,22,0,0,1.83,0,14,2,0,0,0,,
4,Tushar Patil,Raider,jaipur-pink-panthers,,,,,8,15,11,14,1,1,1.75,0.13,6,0,0,0,0,,
5,Tushar Patil,Raider,jaipur-pink-panthers,,,,,17,67,49,64,3,3,3.76,0.18,13,3,0,0,0,,
6,Tushar Patil,Raider,patna-pirates,,,,,9,20,13,20,0,0,2.22,0,4,0,0,0,0,,
3,Umesh Mhatre,Raider,bengal-warriors,,,,,6,19,11,14,4,5,2.33,0.83,6,0,1,0,0,,
4,Umesh Mhatre,Raider,dabang-delhi-kc,,,,,2,8,4,4,3,4,2,2,1,0,1,0,0,,
5,Umesh Mhatre,Raider,puneri-paltan,,,,,5,1,1,1,0,0,0.2,0,1,0,0,0,0,,
7,V. Ajith Kumar,Raider,tamil-thalaivas,,,,,16,91,76,91,0,0,6.07,0,9,1,0,3,0,,
2,Varinder Singh,"Defender, left cover",patna-pirates,,,,,8,5,0,0,5,5,0,0.63,0,0,0,0,0,,
6,Victor Onyango Obiero,All Rounder,tamil-thalaivas,,,,,3,6,4,6,0,0,2,0,0,0,0,0,0,,
7,Victor Onyango Obiero,All Rounder,tamil-thalaivas,,,,,3,8,4,6,1,2,2,0,0,0,1,0,0,,
5,Vijay,Raider,patna-pirates,,,,,19,64,18,27,34,37,1.59,1.95,6,1,3,0,1,,
6,Vijay,All Rounder,patna-pirates,,,,,21,73,50,60,12,13,3.16,0.62,3,0,1,0,0,,
7,Vijay,All Rounder,dabang-delhi-kc,,,,,18,49,29,38,11,11,2.24,0.61,2,2,0,1,0,,
5,Vijay Kumar,"Defender, left corner",tamil-thalaivas,,,,,8,6,0,1,3,5,0,0.63,0,0,2,0,0,,
6,Vijay Kumar,"Defender, right corner",patna-pirates,,,,,4,3,1,2,1,1,0,0.25,2,0,0,0,0,,
7,Vijay Kumar,"Defender, right corner",bengaluru-bulls,,,,,9,5,0,0,4,5,0,0.56,0,0,1,0,0,,
2,Vijay Malik,Raider,patna-pirates,,,,,7,5,4,5,0,0,0.71,0,3,0,0,0,0,,
1,Vijendar Singh,,telugu-titans,,,,,8,20,0,0,19,20,0,2.5,0,0,1,0,2,,
2,Vijender Singh,"Defender, left corner",puneri-paltan,,,,,7,11,0,1,9,10,0,1.43,0,0,1,0,0,,
2,Vijin Thangadurai,"Defender, right cover",bengal-warriors,,,,,7,13,0,0,11,13,0,1.86,0,0,2,0,0,,
3,Vijin Thangadurai,"Defender, right cover",bengal-warriors,,,,,4,2,0,0,2,2,0,0.5,0,0,0,0,0,,
4,Vijin Thangadurai,"Defender, right cover",patna-pirates,,,,,9,2,0,0,2,2,0,0.22,0,0,0,0,0,,
5,Vijin Thangadurai,"Defender, right cover",tamil-thalaivas,,,,,12,4,0,0,3,4,0,0.33,0,0,1,0,0,,
6,Vijin Thangadurai,"Defender, right cover",bengal-warriors,,,,,16,10,0,0,8,10,0,0.63,0,0,2,0,0,,
7,Vikas Chhillar,Raider,haryana-steelers,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,,
5,Vikas Jaglan,Raider,patna-pirates,,,,,13,13,8,10,3,3,0.83,0.23,1,1,0,0,0,,
6,Vikas Jaglan,All Rounder,patna-pirates,,,,,14,37,13,21,16,16,2.1,1.14,2,1,0,0,0,,
7,Vikas Jaglan,All Rounder,patna-pirates,,,,,19,28,7,12,16,16,0.75,0.84,6,0,0,0,0,,
2,Vikas Kale,"Defender, right cover",bengal-warriors,,,,,8,9,0,0,6,9,0,1.13,0,0,3,0,1,,
3,Vikas Kale,"Defender, right cover",telugu-titans,,,,,9,12,0,0,12,12,0,1.33,0,0,0,0,0,,
6,Vikas Kale,"Defender, right cover",patna-pirates,,,,,22,39,0,0,36,39,0,1.77,0,0,3,0,1,,
7,Vikas Kale,"Defender, right cover",haryana-steelers,,,,,18,37,0,0,35,37,0,2.06,0,0,2,0,2,,
5,Vikas Kumar,Raider,telugu-titans,,,,,14,35,26,30,4,5,2.14,0.36,9,0,1,0,0,,
1,Vikas Tomar,"Defender, right corner",puneri-paltan,,,,,8,5,0,0,4,5,0,0.63,0,0,1,0,0,,
5,Vikash,"Defender, right corner",haryana-steelers,,,,,19,26,0,0,24,26,0,1.37,0,0,2,0,0,,
5,Vikash,All Rounder,bengal-warriors,,,,,4,5,0,0,5,5,0,1.25,0,0,0,0,0,,
6,Vikash Kandola,Raider,haryana-steelers,,,,,22,177,136,172,5,5,7.82,0.23,20,5,0,6,0,,
7,Vikash Kandola,Raider,haryana-steelers,,,,,16,149,113,144,4,4,9.06,0.25,35,5,0,8,0,,
4,Vikash Khandola,Raider,dabang-delhi-kc,,,,,4,3,3,3,0,0,0.75,0,3,0,0,0,0,,
5,Vikash Khandola,Raider,haryana-steelers,,,,,9,58,44,58,0,0,6.44,0,16,1,0,0,0,,
4,Vikash Kumar,Raider,u-mumba,,,,,6,6,4,6,0,0,1,0,0,0,0,0,0,,
6,Vikram Kandola,"Defender, left cover",gujarat-fortunegiants,,,,,1,1,0,0,1,1,0,1,0,0,0,0,0,,
5,Vikrant,Raider,telugu-titans,,,,,3,3,1,3,0,0,0,0,0,0,0,0,0,,
6,Vimal Raj V,All Rounder,tamil-thalaivas,,,,,5,2,2,2,0,0,0.5,0,1,0,0,0,0,,
7,Vinay,Raider,haryana-steelers,,,,,19,95,64,90,4,4,4.84,0.21,13,6,0,2,0,,
2,Vineet Sharma,Raider,bengal-warriors,,,,,8,10,8,8,2,2,1,0.25,2,0,0,0,0,,
3,Vineet Sharma,Raider,bengal-warriors,,,,,4,9,8,8,1,1,2,0,0,0,0,0,0,,
5,Vineet Sharma,Raider,tamil-thalaivas,,,,,18,30,15,16,13,14,0.94,0.78,3,0,1,0,0,,
7,Vineet Sharma,Raider,tamil-thalaivas,,,,,11,16,3,9,6,7,1.13,0.64,2,0,1,0,0,,
3,Vinod Kumar,"Defender, left cover",patna-pirates,,,,,9,16,0,0,16,16,0,1.78,0,0,0,0,0,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,30,30,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,30,30,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,30,1,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,30,1,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,1,30,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,1,30,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,1,1,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,12,30,16,19,1,1,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,30,30,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,30,30,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,30,1,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,30,1,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,1,30,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,1,30,2.11,0.11,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,1,1,2.11,2.5,8,0,0,0,1,,
4,Vinod Kumar,Raider,bengaluru-bulls,,,,,9,20,16,19,1,1,2.11,0.11,8,0,0,0,1,,
5,Vinod Kumar,Raider,patna-pirates,,,,,21,48,20,34,9,14,1.62,0.67,13,2,5,0,0,,
5,Vinod Kumar,Raider,bengal-warriors,,,,,19,41,27,33,8,8,1.94,0.42,18,0,0,0,0,,
5,Vinod Kumar,"Defender, left cover",telugu-titans,,,,,4,2,0,0,2,2,0,0.5,0,0,0,0,0,,
6,Vinod Kumar,All Rounder,u-mumba,,,,,17,51,15,22,25,29,1.29,1.71,5,0,4,0,2,,
7,Vinod Kumar,All Rounder,gujarat-fortunegiants,,,,,9,10,6,6,4,4,0.75,0.44,0,0,0,0,0,,
3,Vinoth Kumar,Raider,bengaluru-bulls,,,,,7,16,13,16,0,0,2.29,0,10,0,0,0,0,,
4,Vinoth Kumar,Raider,telugu-titans,,,,,3,8,7,8,0,0,2.67,0,2,0,0,0,0,,
5,Vinoth Kumar,Raider,telugu-titans,,,,,4,6,5,6,0,0,1.5,0,2,0,0,0,0,,
3,Vinoth Paulyas,Raider,u-mumba,,,,,3,2,2,2,0,0,0.67,0,2,0,0,0,0,,
5,Viraj Vishnu Landge,"Defender, left cover",dabang-delhi-kc,,,,,19,16,0,0,16,16,0,0.84,0,0,0,0,0,,
6,Viraj Vishnu Landge,"Defender, left cover",dabang-delhi-kc,,,,,7,6,0,0,6,6,0,0.86,0,0,0,0,0,,
7,Viraj Vishnu Landge,"Defender, left cover",bengal-warriors,,,,,8,7,0,0,7,7,0,0.88,0,0,0,0,0,,
3,Virender Wazir Singh,Raider,telugu-titans,,,,,4,7,4,6,1,1,1.5,0,2,0,0,0,0,,
5,Virender Wazir Singh,Raider,bengal-warriors,,,,,3,8,3,8,0,0,2.67,0,5,1,0,0,0,,
5,Vishal,All Rounder,dabang-delhi-kc,,,,,5,11,1,2,6,9,0.5,1.8,1,0,3,0,1,,
6,Vishal,All Rounder,dabang-delhi-kc,,,,,6,10,1,1,7,9,0.25,1.5,1,0,2,0,0,,
7,Vishal,All Rounder,jaipur-pink-panthers,,,,,14,41,0,0,34,41,0,2.93,0,0,7,0,1,,
4,Vishal Bhardwaj,All Rounder,telugu-titans,,,,,2,7,1,1,6,6,0,3,0,0,0,0,0,,
5,Vishal Bhardwaj,All Rounder,telugu-titans,,,,,22,71,0,0,68,71,0,3.23,0,0,3,0,5,,
6,Vishal Bhardwaj,Defender,telugu-titans,,,,,17,60,0,0,51,60,0,3.53,0,0,9,0,5,,
7,Vishal Bhardwaj,Defender,telugu-titans,,,,,18,61,0,0,52,61,0,3.39,0,0,9,0,5,,
1,Vishal Mane,"Defender, right cover",u-mumba,,,,,16,20,0,0,19,20,0,1.25,0,0,1,0,1,,
2,Vishal Mane,"Defender, right cover",u-mumba,,,,,14,26,0,0,26,26,0,1.86,0,0,0,0,1,,
3,Vishal Mane,"Defender, right cover",u-mumba,,,,,13,16,0,0,16,16,0,1.23,0,0,0,0,0,,
4,Vishal Mane,"Defender, right cover",bengal-warriors,,,,,14,31,0,0,28,31,0,2.21,0,0,3,0,2,,
5,Vishal Mane,"Defender, right cover",patna-pirates,,,,,26,39,0,0,36,39,0,1.5,0,0,3,0,1,,
6,Vishal Mane,"Defender, right cover",dabang-delhi-kc,,,,,22,38,0,0,36,38,0,1.73,0,0,2,0,3,,
7,Vishal Mane,"Defender, right cover",dabang-delhi-kc,,,,,19,24,0,0,24,24,0,1.26,0,0,0,0,0,,
6,Vishav Chaudhary,"Defender, left cover",up-yoddha,,,,,2,2,1,2,0,0,1,0,0,0,0,0,0,,
5,Vishnu Uthaman,Raider,patna-pirates,,,,,3,1,0,0,1,1,0,0,0,0,0,0,0,,
1,Wajid Ali,All Rounder,telugu-titans,,,,,4,5,3,4,1,1,0,0.25,0,0,0,0,0,,
1,Waleed Al Hasani,Raider,puneri-paltan,,,,,6,14,10,14,0,0,2.33,0,1,1,0,0,0,,
1,Wasim Sajjad,"Defender, right corner",patna-pirates,,,,,15,27,0,0,24,27,0,1.8,0,0,3,0,0,,
1,Wazir Singh,Raider,puneri-paltan,,,,,12,111,85,104,5,7,8.67,0.58,20,2,2,4,0,,
2,Wazir Singh,Raider,puneri-paltan,,,,,11,67,48,65,2,2,5.91,0.18,7,2,0,2,0,,
5,Wazir Singh,Raider,haryana-steelers,,,,,21,120,86,107,11,13,5.1,0.62,27,3,2,3,0,,
6,Wazir Singh,Raider,haryana-steelers,,,,,2,2,2,2,0,0,2,0,0,0,0,0,0,,
7,Yashwant Bishnoi,Raider,tamil-thalaivas,,,,,3,2,2,2,0,0,0.67,0,0,0,0,0,0,,
5,Yatharth Deshwal,All Rounder,dabang-delhi-kc,,,,,6,11,0,0,10,11,0,1.83,0,0,1,0,0,,
2,Yogesh Hooda,Raider,puneri-paltan,,,,,4,13,11,12,1,1,3,0,5,0,0,0,0,,
3,Yogesh Hooda,Raider,puneri-paltan,,,,,6,8,5,6,2,2,1.2,0.33,3,0,0,0,0,,
4,Yogesh Hooda,Raider,bengaluru-bulls,,,,,5,16,12,14,2,2,2.8,0.4,6,0,0,0,0,,
6,Yogesh Hooda,Raider,dabang-delhi-kc,,,,,6,8,1,3,5,5,0.6,0.83,1,0,0,0,0,,
5,Yong Joo Ok,All Rounder,u-mumba,,,,,1,1,1,1,0,0,0,0,1,0,0,0,0,,
5,Young Chang Ko,"Defender, left cover",bengal-warriors,,,,,14,2,0,0,2,2,0,0.14,0,0,0,0,0,,
6,Young Chang Ko,"Defender, left cover",jaipur-pink-panthers,,,,,13,15,0,0,11,15,0,1.15,0,0,4,0,1,,
7,Young Chang Ko,"Defender, left cover",u-mumba,,,,,10,6,0,0,4,6,0,0.6,0,0,2,0,0,,
5,Ziaur Rahman,"Defender, left cover",puneri-paltan,,,,,16,20,0,0,18,20,0,1.25,0,0,2,0,1,,
6,Ziaur Rahman,"Defender, left cover",bengal-warriors,,,,,18,12,0,0,12,12,0,0.67,0,0,0,0,0,,
